SU3_ADJOINT_SWAP_TABLE_V1
# Eq8 convention: B(g1,g2)[in] = sum_out W[out,in] B(g2,g1)[out]
# Irrep convention: SU(3) Dynkin labels p q; adjoint=(1,1)
# Vertex convention: isometric real CG maps; multiplicities are zero-based
# Self vertex mult=0: normalized action v tensor X -> rho(X)v (except 8x8)
# 8x8->8: mult=0 Jordan/symmetric, mult=1 Lie-bracket/antisymmetric
NC 3
ADJOINT_PQ 1 1
MAX_PREFIX_GLUONS 6
NBLOCKS 354
NPATHS 1165
NVALUES 5673
BEGIN_BLOCKS
# block left_p left_q right_p right_q size
52 4 1 -1.04582503316759445e-01
52 4 2 8.13460970176196452e-01
52 4 3 -8.10092587300982186e-02
52 4 4 1.12500000000000100e-01
52 4 5 -5.29150262212918165e-01
52 5 0 7.88810637746615306e-01
52 5 1 -2.10818510677891813e-01
52 5 2 1.49071198499986096e-01
52 5 3 -1.63299316185545551e-01
52 5 4 -5.29150262212918387e-01
52 5 5 -6.66666666666666102e-02
53 0 0 1.00000000000000000e+00
54 0 1 1.76776695296636976e-01
54 0 2 -1.63663417676994272e-01
54 0 3 2.37170824512628470e-01
54 0 4 8.94427190999916744e-01
54 0 5 -2.92770021884560139e-01
54 1 0 1.76776695296636865e-01
54 1 1 6.25000000000000222e-01
54 1 3 -1.67705098312484119e-01
54 1 4 1.58113883008419054e-01
54 1 5 7.24568837309471081e-01
54 2 0 -1.63663417676994410e-01
54 2 2 3.57142857142857470e-02
54 2 3 9.31588505112177834e-01
54 2 4 -1.46385010942279958e-01
54 2 5 2.87494454249972775e-01
54 3 0 2.37170824512628969e-01
54 3 1 -1.67705098312484174e-01
54 3 2 9.31588505112178500e-01
54 3 3 2.50000000000000291e-02
54 3 4 2.12132034355964200e-01
54 3 5 4.62910049886275793e-02
54 4 0 8.94427190999915300e-01
54 4 1 1.58113883008418776e-01
54 4 2 -1.46385010942280014e-01
54 4 3 2.12132034355964311e-01
54 4 4 -1.99999999999999789e-01
54 4 5 -2.61861468283190790e-01
54 5 0 -2.92770021884559806e-01
54 5 1 7.24568837309472413e-01
54 5 2 2.87494454249972942e-01
54 5 3 4.62910049886275932e-02
54 5 4 -2.61861468283190957e-01
54 5 5 -4.85714285714285654e-01
55 0 0 1.00000000000000000e+00
56 0 0 1.42857142857142794e-01
56 0 1 9.89743318610786349e-01
56 1 0 9.89743318610788125e-01
56 1 1 -1.42857142857142849e-01
57 0 0 -1.99999999999999928e-01
57 0 1 9.79795897113270309e-01
57 1 0 9.79795897113270531e-01
57 1 1 1.99999999999999900e-01
58 0 0 1.00000000000000000e+00
59 0 0 -2.50000000000000056e-01
59 0 1 9.68245836551854366e-01
59 1 0 9.68245836551854255e-01
59 1 1 2.49999999999999833e-01
60 0 0 1.25000000000000000e-01
60 0 1 9.92156741649220741e-01
60 1 0 9.92156741649221741e-01
60 1 1 -1.24999999999999792e-01
61 0 0 1.00000000000000000e+00
62 0 1 1.76776695296636893e-01
62 0 2 -1.63663417676994299e-01
62 0 3 2.37170824512628386e-01
62 0 4 8.94427190999915744e-01
62 0 5 -2.92770021884559584e-01
62 1 0 1.76776695296636976e-01
62 1 1 6.24999999999999112e-01
62 1 3 -1.67705098312484285e-01
62 1 4 1.58113883008419193e-01
62 1 5 7.24568837309471858e-01
62 2 0 -1.63663417676994272e-01
62 2 2 3.57142857142857054e-02
62 2 3 9.31588505112178833e-01
62 2 4 -1.46385010942280125e-01
62 2 5 2.87494454249972997e-01
62 3 0 2.37170824512628192e-01
62 3 1 -1.67705098312484147e-01
62 3 2 9.31588505112178389e-01
62 3 3 2.50000000000000014e-02
62 3 4 2.12132034355964144e-01
62 3 5 4.62910049886275446e-02
62 4 0 8.94427190999916077e-01
62 4 1 1.58113883008418887e-01
62 4 2 -1.46385010942279903e-01
62 4 3 2.12132034355964477e-01
62 4 4 -1.99999999999999872e-01
62 4 5 -2.61861468283190790e-01
62 5 0 -2.92770021884559917e-01
62 5 1 7.24568837309472191e-01
62 5 2 2.87494454249973164e-01
62 5 3 4.62910049886275585e-02
62 5 4 -2.61861468283190901e-01
62 5 5 -4.85714285714286653e-01
63 0 0 1.00000000000000000e+00
64 0 0 -8.33333333333333287e-02
64 0 1 2.28217732293819309e-01
64 0 2 3.34076552390530634e-01
64 0 3 1.66666666666666630e-01
64 0 4 -3.27326835353988599e-01
64 0 5 8.33333333333333814e-01
64 1 0 2.28217732293819198e-01
64 1 1 2.49999999999999750e-01
64 1 3 9.12870929175277013e-01
64 1 5 -2.28217732293819031e-01
64 2 0 3.34076552390530745e-01
64 2 2 1.07142857142857123e-01
64 2 4 8.74817765279707005e-01
64 2 5 3.34076552390529968e-01
64 3 0 1.66666666666666741e-01
64 3 1 9.12870929175277235e-01
64 3 3 -3.33333333333333204e-01
64 3 5 -1.66666666666666796e-01
64 4 0 -3.27326835353988377e-01
64 4 2 8.74817765279706672e-01
64 4 4 1.42857142857142849e-01
64 4 5 -3.27326835353988710e-01
64 5 0 8.33333333333332704e-01
64 5 1 -2.28217732293819142e-01
64 5 2 3.34076552390530301e-01
64 5 3 -1.66666666666666713e-01
64 5 4 -3.27326835353988266e-01
64 5 5 -8.33333333333333287e-02
65 0 0 4.16666666666666852e-02
65 0 1 1.20761472884911833e-01
65 0 2 3.91311896062462972e-01
65 0 3 1.39443337755679186e-01
65 0 4 3.04290309725091593e-02
65 0 5 9.00102874778869078e-01
65 1 0 1.20761472884912055e-01
65 1 1 -1.99999999999999983e-01
65 1 2 1.62018517460196548e-01
65 1 3 9.23760430703400193e-01
65 1 4 -1.76383420737639324e-01
65 1 5 -1.86338998124982724e-01
65 2 0 3.91311896062462583e-01
65 2 1 1.62018517460196299e-01
65 2 2 -2.25000000000000117e-01
65 2 3 1.87082869338697055e-01
65 2 4 8.57321409974112436e-01
65 3 0 1.39443337755679186e-01
65 3 1 9.23760430703402302e-01
65 3 2 1.87082869338697277e-01
65 3 3 6.66666666666665964e-02
65 3 4 -2.03670030886926395e-01
65 3 5 -2.15165741455967618e-01
65 4 0 3.04290309725092460e-02
65 4 1 -1.76383420737638907e-01
65 4 2 8.57321409974111548e-01
65 4 3 -2.03670030886926368e-01
65 4 4 2.88888888888889084e-01
65 4 5 -3.28671099061089267e-01
65 5 0 9.00102874778870632e-01
65 5 1 -1.86338998124982780e-01
65 5 3 -2.15165741455967813e-01
65 5 4 -3.28671099061089322e-01
65 5 5 2.77777777777778040e-02
66 0 0 2.50000000000000056e-01
66 0 1 9.68245836551854033e-01
66 1 0 9.68245836551854699e-01
66 1 1 -2.50000000000000222e-01
67 0 0 1.71874999999999944e-01
67 0 1 -2.28726579597312574e-02
67 0 2 -5.54632479665589373e-02
67 0 3 1.47901994577490176e-01
67 0 4 1.93649167310371184e-01
67 0 5 1.93649167310371045e-01
67 0 6 3.59190558259619819e-01
67 0 7 -7.81250000000000416e-02
67 0 8 -2.06699321176920997e-01
67 0 9 8.31948719498384448e-01
67 1 0 -2.28726579597312504e-02
67 1 1 2.90178571428571265e-02
67 1 2 2.43569644814373654e-01
67 1 3 -2.16506350946109483e-01
67 1 6 9.27884361197613278e-02
67 1 7 -2.28726579597312400e-02
67 1 8 9.07730471767362435e-01
67 1 9 2.43569644814373293e-01
67 2 0 -5.54632479665589720e-02
67 2 1 2.43569644814373071e-01
67 2 2 9.06250000000000389e-02
67 2 3 -7.50000000000000527e-02
67 2 4 2.29128784747792247e-01
67 2 5 2.29128784747791830e-01
67 2 6 -3.25000000000000011e-01
67 2 7 8.31948719498382672e-01
67 2 8 -3.49385621484342573e-02
67 2 9 1.40625000000000083e-01
67 3 0 1.47901994577490453e-01
67 3 1 -2.16506350946109288e-01
67 3 2 -7.50000000000000944e-02
67 3 3 9.00000000000000910e-01
67 3 6 -9.99999999999999362e-02
67 3 7 1.47901994577490398e-01
67 3 8 2.79508497187474003e-01
67 3 9 -7.50000000000000111e-02
67 4 0 1.93649167310370962e-01
67 4 2 2.29128784747792108e-01
67 4 4 -1.00000000000000006e-01
67 4 5 8.99999999999999800e-01
67 4 7 -1.93649167310370851e-01
67 4 9 -2.29128784747791886e-01
67 5 0 1.93649167310371073e-01
67 5 2 2.29128784747792247e-01
67 5 4 9.00000000000000244e-01
67 5 5 -1.00000000000000130e-01
67 5 7 -1.93649167310370990e-01
67 5 9 -2.29128784747792080e-01
67 6 0 3.59190558259619153e-01
67 6 1 9.27884361197614249e-02
67 6 2 -3.25000000000000511e-01
67 6 3 -9.99999999999999500e-02
67 6 6 7.09523809523808446e-01
67 6 7 3.59190558259619319e-01
67 6 8 9.31694990624913205e-02
67 6 9 -3.25000000000000233e-01
67 7 0 -7.81250000000000000e-02
67 7 1 -2.28726579597312574e-02
67 7 2 8.31948719498384226e-01
67 7 3 1.47901994577490287e-01
67 7 4 -1.93649167310371045e-01
67 7 5 -1.93649167310370712e-01
67 7 6 3.59190558259619652e-01
67 7 7 1.71875000000000139e-01
67 7 8 -2.06699321176920803e-01
67 7 9 -5.54632479665587916e-02
67 8 0 -2.06699321176921191e-01
67 8 1 9.07730471767363434e-01
67 8 2 -3.49385621484342365e-02
67 8 3 2.79508497187473726e-01
67 8 6 9.31694990624911262e-02
67 8 7 -2.06699321176921053e-01
67 8 8 3.64583333333333634e-02
67 8 9 -3.49385621484341879e-02
67 9 0 8.31948719498384004e-01
67 9 1 2.43569644814373099e-01
67 9 2 1.40624999999999972e-01
67 9 3 -7.49999999999999278e-02
67 9 4 -2.29128784747791747e-01
67 9 5 -2.29128784747792247e-01
67 9 6 -3.25000000000000511e-01
67 9 7 -5.54632479665588957e-02
67 9 8 -3.49385621484341949e-02
67 9 9 9.06250000000000666e-02
68 0 0 2.50000000000000111e-01
68 0 1 9.68245836551851480e-01
68 1 0 9.68245836551854366e-01
68 1 1 -2.50000000000000722e-01
69 0 0 3.57142857142856637e-02
69 0 1 1.46385010942280153e-01
69 0 2 2.87494454249972775e-01
69 0 3 1.63663417676994133e-01
69 0 5 9.31588505112177390e-01
69 1 0 1.46385010942280069e-01
69 1 1 -2.00000000000000261e-01
69 1 2 2.61861468283191012e-01
69 1 3 8.94427190999915855e-01
69 1 4 -1.58113883008419082e-01
69 1 5 -2.12132034355964255e-01
69 2 0 2.87494454249972775e-01
69 2 1 2.61861468283191179e-01
69 2 2 -4.85714285714285210e-01
69 2 3 2.92770021884559972e-01
69 2 4 7.24568837309472413e-01
69 2 5 4.62910049886275585e-02
69 3 0 1.63663417676994410e-01
69 3 1 8.94427190999915189e-01
69 3 2 2.92770021884559917e-01
69 3 4 -1.76776695296636893e-01
69 3 5 -2.37170824512628553e-01
69 4 1 -1.58113883008419220e-01
69 4 2 7.24568837309471858e-01
69 4 3 -1.76776695296637087e-01
69 4 4 6.24999999999999667e-01
69 4 5 -1.67705098312484341e-01
69 5 0 9.31588505112178056e-01
69 5 1 -2.12132034355964144e-01
69 5 2 4.62910049886276279e-02
69 5 3 -2.37170824512628386e-01
69 5 4 -1.67705098312484258e-01
69 5 5 2.50000000000000187e-02
70 0 0 -5.00000000000000860e-02
70 0 1 1.73205080756887481e-01
70 0 2 2.64575131106459527e-01
70 0 3 1.36930639376291657e-01
70 0 4 -2.62202212042538352e-01
70 0 5 8.99999999999999689e-01
70 1 0 1.73205080756888147e-01
70 1 1 1.99999999999999956e-01
70 1 3 9.48683298050513879e-01
70 1 5 -1.73205080756887730e-01
70 2 0 2.64575131106458916e-01
70 2 2 6.66666666666665686e-02
70 2 4 9.24962461700774119e-01
70 2 5 2.64575131106458583e-01
70 3 0 1.36930639376291657e-01
70 3 1 9.48683298050516766e-01
70 3 3 -2.49999999999999667e-01
70 3 5 -1.36930639376291574e-01
70 4 0 -2.62202212042537519e-01
70 4 2 9.24962461700776339e-01
70 4 4 8.33333333333333426e-02
70 4 5 -2.62202212042537963e-01
70 5 0 9.00000000000000466e-01
70 5 1 -1.73205080756887536e-01
70 5 2 2.64575131106459249e-01
70 5 3 -1.36930639376291768e-01
70 5 4 -2.62202212042538296e-01
70 5 5 -5.00000000000000583e-02
71 0 0 6.66666666666667629e-02
71 0 1 2.03670030886926007e-01
71 0 2 -1.39443337755679242e-01
71 0 3 2.15165741455967729e-01
71 0 4 9.23760430703402857e-01
71 0 5 -1.87082869338697194e-01
71 1 0 2.03670030886925923e-01
71 1 1 2.88888888888888584e-01
71 1 2 3.04290309725092044e-02
71 1 3 -3.28671099061089600e-01
71 1 4 1.76383420737639379e-01
71 1 5 8.57321409974111548e-01
71 2 0 -1.39443337755679159e-01
71 2 1 3.04290309725092842e-02
71 2 2 4.16666666666667129e-02
71 2 3 9.00102874778867301e-01
71 2 4 -1.20761472884912208e-01
71 2 5 3.91311896062463027e-01
71 3 0 2.15165741455967369e-01
71 3 1 -3.28671099061089544e-01
71 3 2 9.00102874778869078e-01
71 3 3 2.77777777777777762e-02
71 3 4 1.86338998124982475e-01
71 4 0 9.23760430703402302e-01
71 4 1 1.76383420737639296e-01
71 4 2 -1.20761472884912138e-01
71 4 3 1.86338998124982419e-01
71 4 4 -1.99999999999999900e-01
71 4 5 -1.62018517460196215e-01
71 5 0 -1.87082869338696778e-01
71 5 1 8.57321409974113879e-01
71 5 2 3.91311896062462861e-01
71 5 4 -1.62018517460196076e-01
71 5 5 -2.24999999999999895e-01
72 0 0 1.00000000000000000e+00
73 0 0 1.25000000000000028e-01
73 0 1 9.92156741649220852e-01
73 1 0 9.92156741649221852e-01
73 1 1 -1.24999999999999986e-01
74 0 0 -2.50000000000000777e-01
74 0 1 9.68245836551850592e-01
74 1 0 9.68245836551852146e-01
74 1 1 2.49999999999999500e-01
75 0 0 1.00000000000000000e+00
76 0 0 1.00000000000000000e+00
77 0 0 -4.99999999999999778e-01
77 0 1 8.66025403784439041e-01
77 1 0 8.66025403784439041e-01
77 1 1 4.99999999999999778e-01
78 0 0 1.42857142857142849e-01
78 0 1 9.89743318610788125e-01
78 1 0 9.89743318610786349e-01
78 1 1 -1.42857142857142960e-01
79 0 0 6.25000000000000000e-02
79 0 1 2.74471895516775033e-01
79 0 2 -1.61374306091975700e-01
79 0 3 3.08606699924183936e-01
79 0 4 8.67527617235709259e-01
79 0 5 -2.16506350946109760e-01
79 1 0 2.74471895516775033e-01
79 1 1 3.48214285714285532e-01
79 1 2 4.72455591261533858e-02
79 1 3 -4.51753951452625646e-01
79 1 4 2.24105364250198724e-01
79 1 5 7.39509972887452238e-01
79 2 0 -1.61374306091975644e-01
79 2 1 4.72455591261534066e-02
79 2 2 8.33333333333333148e-02
79 2 3 7.96819072889596081e-01
79 2 4 -1.31761569173682369e-01
79 2 5 5.59016994374947562e-01
79 3 0 3.08606699924183769e-01
79 3 1 -4.51753951452625424e-01
79 3 2 7.96819072889595525e-01
79 3 3 4.76190476190475956e-02
79 3 4 2.51976315339484724e-01
79 4 0 8.67527617235709481e-01
79 4 1 2.24105364250198780e-01
79 4 2 -1.31761569173682480e-01
79 4 3 2.51976315339484891e-01
79 4 4 -2.91666666666666741e-01
79 4 5 -1.76776695296636893e-01
79 5 0 -2.16506350946109788e-01
79 5 1 7.39509972887451905e-01
79 5 2 5.59016994374947562e-01
79 5 4 -1.76776695296636782e-01
79 5 5 -2.50000000000000056e-01
80 0 0 1.00000000000000000e+00
81 0 0 -1.25000000000000000e-01
81 0 1 3.06186217847897346e-01
81 0 2 2.16506350946109594e-01
81 0 3 -9.18558653543691706e-01
81 1 0 3.06186217847897457e-01
81 1 1 2.49999999999999944e-01
81 1 2 8.83883476483184438e-01
81 1 3 2.49999999999999944e-01
81 2 0 2.16506350946109677e-01
81 2 1 8.83883476483184438e-01
81 2 2 -3.74999999999999889e-01
81 2 3 1.76776695296636921e-01
81 3 0 -9.18558653543691817e-01
81 3 1 2.50000000000000111e-01
81 3 2 1.76776695296636893e-01
81 3 3 2.50000000000000056e-01
82 0 0 3.57142857142857539e-02
82 0 1 1.46385010942279847e-01
82 0 2 2.87494454249972886e-01
82 0 3 1.63663417676994299e-01
82 0 5 9.31588505112178833e-01
82 1 0 1.46385010942279903e-01
82 1 1 -1.99999999999999928e-01
82 1 2 2.61861468283191012e-01
82 1 3 8.94427190999916522e-01
82 1 4 -1.58113883008418860e-01
82 1 5 -2.12132034355964477e-01
82 2 0 2.87494454249973219e-01
82 2 1 2.61861468283191012e-01
82 2 2 -4.85714285714285321e-01
82 2 3 2.92770021884560028e-01
82 2 4 7.24568837309471969e-01
82 2 5 4.62910049886274752e-02
82 3 0 1.63663417676994355e-01
82 3 1 8.94427190999916522e-01
82 3 2 2.92770021884560083e-01
82 3 4 -1.76776695296636949e-01
82 3 5 -2.37170824512628609e-01
82 4 1 -1.58113883008418776e-01
82 4 2 7.24568837309471747e-01
82 4 3 -1.76776695296636865e-01
82 4 4 6.25000000000000333e-01
82 4 5 -1.67705098312484285e-01
82 5 0 9.31588505112178278e-01
82 5 1 -2.12132034355964005e-01
82 5 2 4.62910049886275932e-02
82 5 3 -2.37170824512628553e-01
82 5 4 -1.67705098312484369e-01
82 5 5 2.49999999999999944e-02
83 0 0 1.10714285714285807e-01
83 0 1 -1.95615199108987864e-02
83 0 2 -9.89743318610786654e-02
83 0 3 2.56173769148990149e-01
83 0 4 1.55264750852029731e-01
83 0 5 1.55264750852029842e-01
83 0 6 2.19577516413420104e-01
83 0 7 -4.45384493374854251e-01
83 0 8 7.85584404849573037e-01
83 1 0 -1.95615199108988107e-02
83 1 1 3.57142857142857262e-02
83 1 2 1.80701580581050181e-01
83 1 3 -2.00445931434318408e-01
83 1 4 9.44911182523067994e-02
83 1 5 9.44911182523068272e-02
83 1 6 1.33630620956212087e-01
83 1 7 8.13157112614725563e-01
83 1 8 4.78091443733757671e-01
83 2 0 -9.89743318610786654e-02
83 2 1 1.80701580581050292e-01
83 2 2 3.14285714285714390e-01
83 2 4 2.39045721866878585e-01
83 2 5 2.39045721866878835e-01
83 2 6 -8.45154254728516241e-01
83 2 7 -8.57142857142857012e-02
83 2 8 1.51185789203690718e-01
83 3 0 2.56173769148989983e-01
83 3 1 -2.00445931434318186e-01
83 3 3 8.75000000000000444e-01
83 3 6 -1.25000000000000000e-01
83 3 7 3.16932845523193840e-01
83 3 8 -1.11803398874989565e-01
83 4 0 1.55264750852029731e-01
83 4 1 9.44911182523068549e-02
83 4 2 2.39045721866878780e-01
83 4 4 -1.25000000000000028e-01
83 4 5 8.74999999999999778e-01
83 4 6 2.65165042944955465e-01
83 4 7 -4.48210728500398059e-02
83 4 8 -2.37170824512628275e-01
83 5 0 1.55264750852029704e-01
83 5 1 9.44911182523068549e-02
83 5 2 2.39045721866878724e-01
83 5 4 8.74999999999999889e-01
83 5 5 -1.25000000000000028e-01
83 5 6 2.65165042944955187e-01
83 5 7 -4.48210728500398059e-02
83 5 8 -2.37170824512628498e-01
83 6 0 2.19577516413419910e-01
83 6 1 1.33630620956212143e-01
83 6 2 -8.45154254728516907e-01
83 6 3 -1.25000000000000083e-01
83 6 4 2.65165042944955298e-01
83 6 5 2.65165042944955132e-01
83 6 6 -1.87500000000000111e-01
83 6 7 1.58466422761596587e-01
83 6 8 -5.59016994374947201e-02
83 7 0 -4.45384493374854251e-01
83 7 1 8.13157112614726341e-01
83 7 2 -8.57142857142857567e-02
83 7 3 3.16932845523193840e-01
83 7 4 -4.48210728500397990e-02
83 7 5 -4.48210728500397781e-02
83 7 6 1.58466422761596837e-01
83 7 7 5.17857142857143238e-02
83 7 8 -2.83473354756920461e-02
83 8 0 7.85584404849572371e-01
83 8 1 4.78091443733757671e-01
83 8 2 1.51185789203690885e-01
83 8 3 -1.11803398874989496e-01
83 8 4 -2.37170824512628581e-01
83 8 5 -2.37170824512628581e-01
83 8 6 -5.59016994374946855e-02
83 8 7 -2.83473354756920252e-02
83 8 8 4.99999999999999958e-02
84 0 0 2.00000000000000289e-01
84 0 1 9.79795897113271530e-01
84 1 0 9.79795897113270975e-01
84 1 1 -2.00000000000000289e-01
85 0 0 -6.66666666666666519e-02
85 0 1 2.10818510677892201e-01
85 0 2 1.49071198499985874e-01
85 0 3 1.63299316185545162e-01
85 0 4 -5.29150262212918276e-01
85 0 5 7.88810637746614640e-01
85 1 0 2.10818510677891924e-01
85 1 1 2.08333333333333565e-01
85 1 2 -2.94627825494394972e-02
85 1 3 9.35970975333460298e-01
85 1 4 1.04582503316759556e-01
85 1 5 -1.55902391115580768e-01
85 2 0 1.49071198499986263e-01
85 2 1 -2.94627825494394660e-02
85 2 2 1.04166666666666685e-01
85 2 3 -2.28217732293819892e-02
85 2 4 8.13460970176197562e-01
85 2 5 5.51198189805123584e-01
85 3 0 1.63299316185545135e-01
85 3 1 9.35970975333458632e-01
85 3 2 -2.28217732293819822e-02
85 3 3 -2.75000000000000189e-01
85 3 4 8.10092587300982742e-02
85 3 5 -1.20761472884912097e-01
85 4 0 -5.29150262212917388e-01
85 4 1 1.04582503316759626e-01
85 4 2 8.13460970176198228e-01
85 4 3 8.10092587300981909e-02
85 4 4 1.12499999999999961e-01
85 4 5 -1.67705098312484285e-01
85 5 0 7.88810637746615084e-01
85 5 1 -1.55902391115580824e-01
85 5 2 5.51198189805122141e-01
85 5 3 -1.20761472884912124e-01
85 5 4 -1.67705098312484147e-01
85 5 5 -8.33333333333333287e-02
86 0 0 1.25000000000000083e-01
86 0 1 2.65165042944955187e-01
86 0 2 2.65165042944955354e-01
86 0 3 9.18558653543691706e-01
86 1 0 2.65165042944955409e-01
86 1 1 6.24999999999999931e-02
86 1 2 -9.37499999999999223e-01
86 1 3 2.16506350946109649e-01
86 2 0 2.65165042944955409e-01
86 2 1 -9.37500000000000222e-01
86 2 2 6.25000000000000278e-02
86 2 3 2.16506350946109621e-01
86 3 0 9.18558653543691483e-01
86 3 1 2.16506350946109566e-01
86 3 2 2.16506350946109594e-01
86 3 3 -2.50000000000000000e-01
87 0 0 1.00000000000000000e+00
88 0 0 -5.00000000000000666e-01
88 0 1 8.66025403784438375e-01
88 1 0 8.66025403784438597e-01
88 1 1 5.00000000000001110e-01
89 0 0 -1.00000000000000000e+00
90 0 0 9.16666666666666852e-01
90 0 1 2.79508497187473781e-01
90 0 2 2.81718084909505451e-01
90 0 3 4.72455591261533789e-02
90 1 0 2.79508497187473504e-01
90 1 1 6.24999999999999861e-02
90 1 2 -9.44911182523068827e-01
90 1 3 -1.58466422761596754e-01
90 2 0 2.81718084909505617e-01
90 2 1 -9.44911182523068716e-01
90 2 2 4.76190476190476372e-02
90 2 3 -1.59719141249985014e-01
90 3 0 4.72455591261534136e-02
90 3 1 -1.58466422761596892e-01
90 3 2 -1.59719141249985069e-01
90 3 3 9.73214285714286143e-01
91 0 0 -1.00000000000000000e+00
92 0 0 -2.50000000000000111e-01
92 0 1 9.18558653543692150e-01
92 0 2 -2.16506350946109621e-01
92 0 3 -2.16506350946109816e-01
92 1 0 9.18558653543691928e-01
92 1 1 1.25000000000000111e-01
92 1 2 -2.65165042944955187e-01
92 1 3 -2.65165042944955298e-01
92 2 0 -2.16506350946109594e-01
92 2 1 -2.65165042944955409e-01
92 2 2 6.24999999999999722e-02
92 2 3 -9.37499999999999778e-01
92 3 0 -2.16506350946109760e-01
92 3 1 -2.65165042944955465e-01
92 3 2 -9.37500000000000555e-01
92 3 3 6.24999999999999861e-02
93 0 0 1.66666666666666685e-01
93 0 1 9.52579344415680596e-01
93 0 2 -1.70588771906386161e-01
93 0 3 -1.88982236504613599e-01
93 1 0 9.52579344415679818e-01
93 1 1 -2.22222222222222182e-01
93 1 2 -1.39285149006224296e-01
93 1 3 -1.54303349962091940e-01
93 2 0 -1.70588771906386355e-01
93 2 1 -1.39285149006224268e-01
93 2 2 1.26984126984127060e-01
93 2 3 -9.67147429123328295e-01
93 3 0 -1.88982236504613654e-01
93 3 1 -1.54303349962091857e-01
93 3 2 -9.67147429123327962e-01
93 3 3 -7.14285714285714246e-02
94 0 0 1.00000000000000000e+00
95 0 0 -2.77777777777777728e-02
95 0 1 -1.42318760638327824e-01
95 0 2 1.87812056606337069e-01
95 0 3 9.22330984215776972e-01
95 0 4 -3.04968772796416598e-01
95 1 0 -1.42318760638327685e-01
95 1 1 2.08333333333333426e-02
95 1 2 9.62250448649376255e-01
95 1 3 -1.35015431216830462e-01
95 1 4 1.87499999999999861e-01
95 2 0 1.87812056606337208e-01
95 2 1 9.62250448649376477e-01
95 2 2 1.58730158730158756e-02
95 2 3 1.78174161274949588e-01
95 2 4 8.24786098842323068e-02
95 3 0 9.22330984215778193e-01
95 3 1 -1.35015431216830517e-01
95 3 2 1.78174161274949477e-01
95 3 3 -1.24999999999999778e-01
95 3 4 -2.89318781178922180e-01
95 4 0 -3.04968772796416876e-01
95 4 1 1.87499999999999917e-01
95 4 2 8.24786098842323068e-02
95 4 3 -2.89318781178922346e-01
95 4 4 -8.83928571428571286e-01
96 0 0 1.00000000000000000e+00
97 0 0 1.24999999999999986e-01
97 0 1 9.92156741649222074e-01
97 1 0 9.92156741649221630e-01
97 1 1 -1.24999999999999972e-01
98 0 0 -1.42857142857143071e-01
98 0 1 9.89743318610785905e-01
98 1 0 9.89743318610787570e-01
98 1 1 1.42857142857142488e-01
99 0 0 1.00000000000000000e+00
100 0 0 1.00000000000000000e+00
101 0 0 -2.77777777777777797e-02
101 0 1 -1.42318760638327657e-01
101 0 2 1.87812056606336986e-01
101 0 3 9.22330984215776417e-01
101 0 4 -3.04968772796416709e-01
101 1 0 -1.42318760638327574e-01
101 1 1 2.08333333333333252e-02
101 1 2 9.62250448649376922e-01
101 1 3 -1.35015431216830462e-01
101 1 4 1.87500000000000167e-01
101 2 0 1.87812056606337069e-01
101 2 1 9.62250448649375811e-01
101 2 2 1.58730158730158583e-02
101 2 3 1.78174161274949505e-01
101 2 4 8.24786098842322513e-02
101 3 0 9.22330984215778082e-01
101 3 1 -1.35015431216830462e-01
101 3 2 1.78174161274949644e-01
101 3 3 -1.25000000000000083e-01
101 3 4 -2.89318781178922069e-01
101 4 0 -3.04968772796416765e-01
101 4 1 1.87499999999999917e-01
101 4 2 8.24786098842322513e-02
101 4 3 -2.89318781178922180e-01
101 4 4 -8.83928571428571508e-01
102 0 0 1.00000000000000000e+00
103 0 0 -8.33333333333332593e-02
103 0 1 1.55902391115580935e-01
103 0 2 5.51198189805123140e-01
103 0 3 1.20761472884912083e-01
103 0 4 -1.67705098312484230e-01
103 0 5 7.88810637746614307e-01
103 1 0 1.55902391115580879e-01
103 1 1 2.08333333333333481e-01
103 1 2 2.94627825494394799e-02
103 1 3 9.35970975333460520e-01
103 1 4 -1.04582503316759431e-01
103 1 5 -2.10818510677891785e-01
103 2 0 5.51198189805122585e-01
103 2 1 2.94627825494394695e-02
103 2 2 1.04166666666666685e-01
103 2 3 2.28217732293819094e-02
103 2 4 8.13460970176197673e-01
103 2 5 1.49071198499986207e-01
103 3 0 1.20761472884911972e-01
103 3 1 9.35970975333459632e-01
103 3 2 2.28217732293819267e-02
103 3 3 -2.75000000000000078e-01
103 3 4 -8.10092587300981770e-02
103 3 5 -1.63299316185545218e-01
103 4 0 -1.67705098312484507e-01
103 4 1 -1.04582503316759418e-01
103 4 2 8.13460970176196563e-01
103 4 3 -8.10092587300982742e-02
103 4 4 1.12500000000000017e-01
103 4 5 -5.29150262212918276e-01
103 5 0 7.88810637746614196e-01
103 5 1 -2.10818510677892063e-01
103 5 2 1.49071198499986013e-01
103 5 3 -1.63299316185545301e-01
103 5 4 -5.29150262212918276e-01
103 5 5 -6.66666666666666241e-02
104 0 0 5.55555555555555802e-02
104 0 1 9.07218423253029205e-02
104 0 2 5.68629239687953314e-01
104 0 3 1.05409255338945892e-01
104 0 4 4.87950036474266297e-02
104 0 5 8.07373427759333295e-01
104 1 0 9.07218423253029344e-02
104 1 1 -1.85185185185184953e-01
104 1 2 9.28567660041495629e-02
